applicant_ref,income,loan_amount,tenure_months,employment_type,credit_history_months,existing_emi,dti_ratio,credit_utilization,num_delinquencies_24m,age_band,defaulted
app_000307,31718.52,6279.62,24,salaried,104,484.49,0.2902,0.2002,0,36-45,0
app_000308,106788.14,19553.38,36,salaried,96,1511.86,0.2358,0.1158,1,26-35,0
app_000309,31542.83,36084.72,36,contract,84,910.16,0.7581,0.4065,0,26-35,0
app_000310,46014.65,5311.12,48,self_employed,96,704.11,0.2148,0.6036,0,36-45,0
app_000311,32299.62,7256.36,12,salaried,132,743.01,0.5187,0.5597,1,36-45,0
app_000312,14871.51,16873.88,48,salaried,5,290.33,0.5406,0.0996,0,26-35,0
app_000313,32448.45,7955.34,84,salaried,90,711.69,0.301,0.6646,1,26-35,0
app_000314,54960.9,14757.75,60,salaried,50,599.69,0.1889,0.5268,1,26-35,0
app_000315,50569.02,38729.54,48,contract,78,164.96,0.2459,0.4841,0,26-35,0
app_000316,30905.91,13010.1,48,contract,90,890.85,0.4596,0.2003,0,26-35,0
app_000317,16297.78,21475.17,36,self_employed,137,214.96,0.6326,0.3839,2,46-55,0
app_000318,51764.1,22417.56,36,salaried,62,576.35,0.2895,0.0309,0,26-35,0
app_000319,45739.5,10137.82,48,unemployed,192,175.71,0.1059,0.525,0,65+,0
app_000320,57749.85,8664.21,48,salaried,218,1045.27,0.2577,0.1856,2,56-65,0
app_000321,31233.24,29641.42,60,salaried,106,0.0,0.205,0.2848,0,36-45,0
app_000322,14380.0,16805.05,36,salaried,66,0.0,0.4207,0.3505,1,26-35,0
app_000323,48706.52,18497.18,36,contract,141,0.0,0.1367,0.2496,0,36-45,0
app_000324,36133.35,15973.42,60,self_employed,152,94.65,0.1269,0.2184,1,56-65,0
app_000325,78075.07,15110.94,48,contract,124,760.82,0.1692,0.0916,0,46-55,0
app_000326,36893.96,18329.82,60,salaried,160,670.48,0.3254,0.1982,0,46-55,0
app_000327,35418.63,8346.62,60,contract,149,369.71,0.1762,0.0474,0,36-45,0
app_000328,45683.39,20613.29,48,salaried,97,936.11,0.3677,0.4501,0,36-45,0
app_000329,26152.18,8946.0,48,self_employed,71,816.03,0.4668,0.4917,0,26-35,0
app_000330,25467.93,65878.92,120,salaried,84,371.73,0.4545,0.2947,0,46-55,0
app_000331,34411.9,23564.25,60,self_employed,98,729.12,0.4022,0.8423,0,26-35,0
app_000332,21889.81,19328.42,60,self_employed,99,421.77,0.4219,0.208,0,46-55,0
app_000333,32016.21,8610.46,48,salaried,151,511.27,0.2642,0.5597,1,56-65,0
app_000334,105530.86,31649.49,24,salaried,65,191.44,0.1837,0.506,2,26-35,0
app_000335,64437.34,12277.73,12,salaried,76,808.3,0.3563,0.4115,0,36-45,0
app_000336,43020.02,23457.58,60,salaried,0,227.19,0.1812,0.124,0,18-25,0
app_000337,85256.74,10926.71,24,self_employed,94,1373.02,0.2625,0.1283,0,46-55,0
app_000338,23070.43,5172.67,48,contract,26,362.77,0.2492,0.3914,0,18-25,0
app_000339,142877.36,41143.73,48,unemployed,212,1259.88,0.1836,0.4434,1,56-65,0
app_000340,28190.03,23097.82,60,salaried,102,520.25,0.3984,0.1903,0,26-35,0
app_000341,109326.41,12899.23,48,unemployed,215,1056.47,0.1478,0.5029,1,65+,0
app_000342,109061.99,53090.12,60,self_employed,136,1703.23,0.2926,0.3377,1,46-55,0
app_000343,13845.61,16136.89,36,self_employed,119,38.16,0.4526,0.3063,0,36-45,0
app_000344,81381.29,33712.91,24,salaried,171,0.0,0.2237,0.4947,1,46-55,0
app_000345,31065.4,6123.69,84,salaried,135,777.04,0.3306,0.3353,0,46-55,0
app_000346,26572.11,13401.57,24,salaried,208,575.73,0.5324,0.5524,0,65+,0
app_000347,48462.76,13696.19,48,self_employed,66,813.57,0.2778,0.3436,0,26-35,0
app_000348,20861.21,9025.9,12,salaried,126,114.52,0.5332,0.2843,1,36-45,0
app_000349,47863.02,9596.97,48,contract,0,227.17,0.1111,0.6812,1,18-25,0
app_000350,21645.72,17838.56,36,contract,96,32.6,0.3148,0.6854,1,36-45,0
app_000351,40030.37,14696.42,48,self_employed,72,456.11,0.2359,0.4805,0,26-35,0
app_000352,75693.64,14505.91,36,salaried,39,1214.21,0.2615,0.4843,0,36-45,0
app_000353,44917.59,12010.99,84,salaried,123,388.87,0.1451,0.0491,0,36-45,0
app_000354,29795.56,30099.22,36,salaried,128,753.65,0.6672,0.0799,1,36-45,0
app_000355,48911.91,7731.36,36,contract,37,0.0,0.0569,0.2614,0,36-45,0
app_000356,16754.73,16853.08,36,contract,119,323.73,0.594,0.8609,2,46-55,1
app_000357,22893.92,12449.81,24,salaried,120,263.29,0.4317,0.2784,0,46-55,0
app_000358,28662.69,11868.64,84,contract,69,375.5,0.2211,0.2072,0,36-45,0
app_000359,55981.0,5000.0,24,salaried,73,0.0,0.0482,0.3766,0,36-45,0
app_000360,45396.46,15926.87,36,salaried,152,288.86,0.2027,0.5937,0,56-65,0
app_000361,48744.2,11289.78,24,salaried,42,118.88,0.1543,0.5393,1,18-25,0
app_000362,35772.67,19265.77,24,salaried,61,833.97,0.5706,0.5392,0,18-25,0
app_000363,23542.09,103144.0,36,self_employed,40,172.42,1.6651,0.2652,1,18-25,1
app_000364,82327.82,18097.24,24,salaried,104,0.0,0.1187,0.3194,0,46-55,0
app_000365,24740.91,21570.37,84,salaried,119,375.29,0.3165,0.0209,2,36-45,0
app_000366,45728.24,10197.71,84,salaried,150,944.93,0.2824,0.3859,0,46-55,0
app_000367,34144.01,18112.68,24,unemployed,44,617.91,0.5036,0.0877,0,46-55,0
app_000368,49495.96,15252.14,36,contract,97,601.12,0.2567,0.4206,0,26-35,0
app_000369,26029.41,9938.47,36,contract,172,488.19,0.3625,0.6453,0,56-65,0
app_000370,64794.27,9449.3,48,contract,137,266.83,0.0888,0.4086,1,46-55,0
app_000371,77501.52,21689.01,48,self_employed,7,1156.52,0.2546,0.255,0,26-35,0
app_000372,62644.28,10896.39,36,salaried,108,1024.99,0.259,0.2669,0,26-35,0
app_000373,39604.34,9268.69,36,unemployed,70,495.5,0.2344,0.7723,0,26-35,0
app_000374,28586.25,35992.12,84,salaried,83,263.72,0.305,0.3195,0,26-35,0
app_000375,171469.64,40845.9,48,salaried,20,786.99,0.1194,0.2361,1,26-35,0
app_000376,21048.96,9343.11,24,unemployed,183,154.1,0.3275,0.0631,0,56-65,0
app_000377,58963.64,30771.75,60,salaried,111,1268.65,0.3709,0.2873,0,36-45,0
app_000378,43609.56,6101.46,36,salaried,55,277.67,0.1268,0.2444,0,26-35,0
app_000379,35087.65,9216.59,60,contract,93,331.22,0.17,0.1042,0,46-55,0
app_000380,40208.74,7870.35,60,salaried,94,723.15,0.2581,0.3041,2,36-45,0
app_000381,27429.7,12075.87,24,salaried,139,30.4,0.251,0.6606,1,56-65,0
app_000382,45930.31,16299.8,36,unemployed,111,251.69,0.1935,0.1493,0,46-55,0
app_000383,43228.42,7674.54,48,contract,130,0.0,0.0479,0.277,0,36-45,0
app_000384,158373.16,12551.42,60,contract,62,4756.1,0.3775,0.217,2,26-35,0
app_000385,65444.14,9238.68,36,self_employed,201,634.77,0.1672,0.2412,0,65+,0
app_000386,48229.95,18754.94,48,contract,96,845.72,0.3154,0.463,1,46-55,0
app_000387,49839.22,17496.26,24,unemployed,202,1531.66,0.5584,0.3063,0,65+,0
app_000388,99882.09,37508.8,12,contract,19,115.14,0.4194,0.1529,1,18-25,0
app_000389,21295.81,5707.43,36,salaried,138,245.1,0.2346,0.2779,0,56-65,0
app_000390,32843.1,32148.83,48,salaried,128,247.14,0.3546,0.7285,1,36-45,0
app_000391,12721.82,32233.62,48,salaried,91,123.23,0.8003,0.618,0,26-35,0
app_000392,49381.23,11791.5,24,contract,72,632.75,0.2827,0.5226,0,36-45,0
app_000393,57901.33,13052.92,84,salaried,143,1403.21,0.3256,0.6025,1,46-55,0
app_000394,21002.99,19836.21,24,contract,0,363.76,0.7178,0.289,0,18-25,1
app_000395,79960.98,29799.05,84,salaried,105,2099.46,0.3726,0.1602,0,36-45,0
app_000396,24455.64,5000.0,84,salaried,191,323.41,0.1902,0.393,1,56-65,0
app_000397,30080.81,12342.94,48,salaried,26,233.87,0.2041,0.6758,2,26-35,0
app_000398,38783.93,21148.76,60,contract,96,846.2,0.3796,0.3962,1,36-45,0
app_000399,87274.01,16974.23,48,salaried,99,655.33,0.1426,0.3859,2,36-45,0
app_000400,22651.72,16535.54,24,salaried,146,298.06,0.5521,0.6098,1,26-35,0
app_000401,42624.56,6128.27,24,self_employed,245,733.08,0.284,0.2993,0,56-65,0
app_000402,55612.36,12079.44,48,salaried,141,1105.3,0.2971,0.204,0,46-55,0
app_000403,49645.28,12888.58,36,contract,4,591.23,0.2364,0.1578,0,18-25,0
app_000404,50663.98,9552.19,60,unemployed,211,945.49,0.2647,0.2441,0,65+,1
app_000405,55205.9,31720.22,36,salaried,201,381.93,0.2899,0.1929,0,56-65,0
app_000406,26766.4,13025.07,24,salaried,9,260.02,0.3793,0.4763,2,26-35,0
app_000407,91883.7,9751.87,60,contract,105,1547.74,0.2251,0.5002,0,56-65,0
app_000408,34161.95,52846.16,48,contract,0,431.78,0.5693,0.4529,0,18-25,0
app_000409,31757.48,21333.24,48,salaried,226,214.35,0.2624,0.2225,2,65+,0
app_000410,76205.89,17958.99,36,self_employed,156,1502.97,0.3215,0.4549,1,46-55,0
app_000411,25672.82,15073.09,48,salaried,145,365.65,0.3294,0.1786,0,46-55,0
app_000412,43310.61,10884.38,24,salaried,57,5.09,0.1371,0.3293,0,18-25,0
app_000413,24402.5,9861.96,60,salaried,162,391.27,0.2797,0.1822,1,56-65,0
app_000414,145158.23,8069.46,24,salaried,15,2442.22,0.2319,0.4433,0,18-25,0
app_000415,129283.12,13343.41,60,contract,71,1566.02,0.1677,0.3604,1,26-35,0
app_000416,34179.03,6570.78,36,salaried,111,499.05,0.2444,0.2479,0,26-35,0
app_000417,48335.49,28000.76,12,unemployed,144,1080.98,0.894,0.5542,1,46-55,1
app_000418,36419.51,10889.9,84,salaried,57,0.0,0.0461,0.4711,2,26-35,0
app_000419,29979.54,27277.51,84,contract,180,592.54,0.3776,0.8526,0,56-65,0
app_000420,38785.33,9882.14,24,unemployed,174,0.0,0.1376,0.2089,0,46-55,0
app_000421,35513.54,20571.73,24,salaried,13,228.29,0.3899,0.2579,1,18-25,0
app_000422,15734.84,7020.73,36,contract,10,0.0,0.1606,0.3047,0,18-25,0
app_000423,41968.01,11117.64,36,salaried,9,1025.87,0.3887,0.7343,2,18-25,0
app_000424,35480.51,11930.86,48,salaried,120,350.34,0.2093,0.8098,0,36-45,0
app_000425,43118.62,18950.89,60,contract,108,530.42,0.2425,0.1354,1,46-55,0
app_000426,34799.74,7671.85,120,salaried,79,345.99,0.1431,0.3682,0,26-35,0
app_000427,29786.58,38945.81,48,unemployed,123,333.73,0.4875,0.0657,2,56-65,0
app_000428,58759.05,16083.78,48,contract,16,668.03,0.2103,0.464,1,18-25,0
app_000429,48689.76,15682.95,120,self_employed,130,969.54,0.2737,0.4814,0,46-55,0
app_000430,78262.67,6814.14,36,self_employed,221,1150.29,0.2077,0.1939,2,56-65,0
app_000431,47672.09,19583.81,84,contract,161,290.2,0.1364,0.2881,0,46-55,0
app_000432,32575.52,31467.77,36,salaried,121,0.0,0.3478,0.7705,1,46-55,0
app_000433,50981.73,9317.77,60,contract,152,1148.13,0.3097,0.2682,0,56-65,0
app_000434,12217.97,11346.86,60,salaried,3,200.74,0.3978,0.2058,0,18-25,0
app_000435,115499.78,13927.11,60,salaried,26,1157.93,0.1463,0.4392,1,26-35,0
app_000436,42230.97,13440.61,24,salaried,108,887.99,0.4242,0.5252,0,26-35,0
app_000437,120746.76,9192.31,48,salaried,73,3704.56,0.3887,0.6363,0,36-45,0
app_000438,22513.27,20690.18,12,salaried,183,289.47,1.1468,0.7497,2,46-55,1
app_000439,19639.44,32947.33,84,self_employed,98,465.07,0.543,0.3254,0,36-45,0
app_000440,44409.48,15612.67,36,self_employed,165,570.96,0.2808,0.2444,0,56-65,0
app_000441,44328.99,9479.71,84,unemployed,62,1214.17,0.3617,0.3311,0,26-35,0
app_000442,43740.71,8335.01,48,self_employed,168,593.1,0.2142,0.1769,0,46-55,0
app_000443,40223.41,69725.3,60,contract,34,362.37,0.4825,0.1712,0,26-35,0
app_000444,25707.44,12518.22,36,contract,75,610.74,0.4604,0.1884,0,26-35,0
app_000445,16043.42,22044.14,48,contract,130,219.14,0.5349,0.45,0,46-55,0
app_000446,42435.17,6004.62,60,salaried,216,545.65,0.1849,0.5054,0,65+,0
app_000447,17936.17,10357.93,60,salaried,89,352.11,0.3603,0.4217,0,36-45,0
app_000448,17028.55,31122.75,60,self_employed,13,201.47,0.5368,0.4886,0,18-25,0
app_000449,29455.99,9608.06,60,salaried,111,0.0,0.0705,0.0705,0,36-45,0
app_000450,46021.43,9930.07,12,unemployed,0,445.21,0.3491,0.5005,1,18-25,1
app_000451,108365.77,20215.24,12,self_employed,209,803.03,0.2904,0.3634,0,56-65,0
app_000452,62230.01,10974.12,84,contract,135,330.08,0.0909,0.5438,2,46-55,0
app_000453,79879.11,22589.38,48,salaried,43,1700.35,0.3318,0.3458,0,26-35,0
app_000454,52026.78,10957.64,60,unemployed,35,441.91,0.1474,0.2546,0,18-25,0
app_000455,44434.41,15330.91,60,salaried,39,383.42,0.1781,0.6455,0,26-35,0
app_000456,144088.74,24068.66,84,contract,206,1714.51,0.1686,0.5764,0,65+,0
app_000457,17543.34,12371.81,60,contract,98,268.39,0.3359,0.1205,0,36-45,0
app_000458,28932.57,7672.18,24,salaried,169,477.47,0.3412,0.4796,0,46-55,0
app_000459,30201.63,12543.02,48,self_employed,104,419.43,0.2788,0.1793,0,36-45,0
app_000460,59364.78,8977.73,48,salaried,62,819.27,0.2064,0.3966,0,36-45,0
app_000461,21198.23,12114.02,60,contract,77,60.9,0.1579,0.4604,0,26-35,0
app_000462,55264.51,16368.86,84,unemployed,225,918.84,0.2452,0.5078,0,65+,0
app_000463,49951.48,16360.19,84,contract,11,218.6,0.103,0.5226,1,26-35,0
app_000464,56802.81,28056.21,24,salaried,60,1251.83,0.5312,0.3255,0,36-45,0
app_000465,56239.39,10191.58,60,self_employed,192,575.59,0.162,0.357,0,46-55,0
app_000466,84632.68,16110.06,24,salaried,122,141.39,0.1228,0.1427,0,46-55,0
app_000467,35345.8,37056.11,48,unemployed,194,508.64,0.4557,0.3496,0,65+,0
app_000468,48610.11,19817.16,36,self_employed,58,921.5,0.3742,0.1161,0,26-35,0
app_000469,24219.13,28743.0,12,salaried,76,235.09,1.3982,0.4071,0,36-45,1
app_000470,21361.87,15767.72,24,self_employed,42,381.95,0.6131,0.4156,0,36-45,0
app_000471,95861.13,26422.03,48,salaried,62,2334.2,0.3666,0.5022,0,36-45,0
app_000472,23233.13,14606.9,36,salaried,4,354.62,0.4095,0.6614,1,18-25,0
app_000473,51674.6,7001.47,84,self_employed,44,90.28,0.0419,0.4035,0,26-35,0
app_000474,48633.78,24032.07,36,self_employed,36,598.46,0.3256,0.185,0,26-35,0
app_000475,69302.72,20349.22,84,contract,15,584.62,0.1465,0.8672,3,26-35,0
app_000476,14588.51,16700.18,48,unemployed,79,0.0,0.3091,0.2641,2,36-45,1
app_000477,59288.1,9239.99,48,salaried,129,63.88,0.055,0.6086,1,36-45,0
app_000478,35174.7,41481.67,36,unemployed,75,970.73,0.7557,0.5768,0,36-45,1
app_000479,26109.38,26277.14,12,salaried,90,244.6,1.1994,0.3887,2,36-45,1
app_000480,31635.98,11150.02,36,salaried,139,343.75,0.2573,0.6105,0,36-45,0
app_000481,64229.89,38290.08,36,self_employed,39,146.29,0.2419,0.3268,0,26-35,0
app_000482,54294.72,37075.67,36,salaried,187,1587.31,0.5967,0.5609,0,36-45,0
app_000483,33848.23,14448.66,60,unemployed,86,536.27,0.2823,0.1957,1,26-35,1
app_000484,19408.98,9760.67,48,self_employed,26,187.28,0.2516,0.2845,1,18-25,0
app_000485,20177.04,21647.62,36,salaried,88,384.9,0.6152,0.0076,1,36-45,0
app_000486,54949.32,14511.16,84,self_employed,136,1280.81,0.3205,0.2265,0,36-45,0
app_000487,17984.07,82062.32,60,salaried,39,0.0,0.9856,0.4017,1,26-35,1
app_000488,34030.59,8784.85,48,salaried,83,773.75,0.3425,0.5863,0,36-45,0
app_000489,158671.24,41723.46,60,salaried,144,808.32,0.1179,0.3119,0,36-45,0
app_000490,46758.83,12778.6,60,contract,120,0.0,0.059,0.198,0,46-55,0
app_000491,54624.46,14180.83,48,salaried,117,1613.37,0.4245,0.6935,0,46-55,0
app_000492,20260.54,9847.11,120,salaried,112,311.22,0.2368,0.5588,1,46-55,0
app_000493,18489.98,17520.96,60,salaried,2,129.68,0.2888,0.7342,1,26-35,0
app_000494,56257.92,9662.52,12,contract,162,1577.85,0.5221,0.4062,0,46-55,0
app_000495,31092.02,14196.4,48,contract,94,266.07,0.226,0.633,0,36-45,1
app_000496,69250.93,7649.4,60,contract,128,281.52,0.0726,0.1128,0,36-45,0
app_000497,39289.92,5000.0,36,salaried,90,781.61,0.2845,0.7534,1,36-45,0
app_000498,256786.31,14228.81,84,salaried,47,0.0,0.0085,0.369,0,26-35,0
app_000499,28007.4,35652.23,60,contract,76,359.76,0.4291,0.3954,0,36-45,1
app_000500,44982.21,18893.43,48,salaried,152,23.75,0.1197,0.1218,0,46-55,0
app_000501,23463.94,14684.45,36,salaried,143,75.09,0.2637,0.0817,0,56-65,0
app_000502,67686.63,78021.7,24,unemployed,179,1176.57,0.831,0.5522,1,56-65,1
app_000503,48887.73,5000.0,120,salaried,97,216.61,0.0642,0.3118,0,36-45,0
app_000504,22614.48,19249.42,36,salaried,64,434.42,0.5369,0.6168,3,36-45,0
app_000505,32224.85,9587.11,36,salaried,118,0.0,0.1071,0.2207,1,46-55,0
app_000506,81593.85,16675.67,48,salaried,60,870.11,0.1831,0.4787,0,26-35,0
app_000507,76377.24,10142.67,48,unemployed,158,601.52,0.1304,0.441,0,56-65,1
app_000508,17625.15,10845.85,120,salaried,152,183.95,0.1917,0.2185,1,36-45,0
app_000509,29694.49,19124.13,24,self_employed,31,262.96,0.454,0.3622,1,18-25,0
app_000510,104481.8,14519.43,84,salaried,18,1628.14,0.2084,0.3261,1,18-25,0
app_000511,34998.21,10474.4,24,self_employed,157,558.75,0.3532,0.271,0,56-65,0
app_000512,42441.52,7247.39,48,contract,17,387.41,0.1556,0.5007,0,18-25,0
app_000513,67495.25,25653.33,84,self_employed,41,549.19,0.1563,0.4287,0,26-35,0
app_000514,18440.62,14068.18,60,self_employed,35,293.34,0.3557,0.3708,0,26-35,0
app_000515,22883.38,7745.12,120,salaried,77,386.78,0.2394,0.3048,0,26-35,0
app_000516,32111.37,5851.31,48,salaried,106,0.0,0.0492,0.4741,0,26-35,0
app_000517,74424.69,19120.83,60,salaried,118,70.54,0.0669,0.8559,0,46-55,0
app_000518,67229.74,13445.88,120,unemployed,36,139.21,0.0464,0.4776,0,18-25,0
app_000519,57003.7,17936.78,36,unemployed,148,489.07,0.2162,0.7955,0,56-65,0
app_000520,35541.7,74233.39,36,salaried,171,0.0,0.7519,0.4903,0,56-65,0
app_000521,71415.01,26318.32,48,contract,20,1157.32,0.294,0.1756,0,26-35,0
app_000522,35279.07,15871.03,60,contract,34,147.28,0.1473,0.0943,0,26-35,0
app_000523,52726.97,5915.1,36,contract,69,965.53,0.2601,0.1238,0,36-45,0
app_000524,63362.12,43054.82,60,unemployed,19,427.38,0.2277,0.9089,0,18-25,0
app_000525,97562.75,16975.78,60,unemployed,24,1919.51,0.2737,0.5822,0,26-35,1
app_000526,37198.42,70429.69,48,salaried,136,347.57,0.6233,0.425,0,65+,0
app_000527,31431.45,9971.15,36,contract,162,333.24,0.2414,0.3539,0,65+,0
app_000528,78220.84,7491.68,60,unemployed,126,1401.48,0.2357,0.5107,1,46-55,0
app_000529,81594.65,38458.05,84,self_employed,36,673.67,0.1718,0.0619,0,26-35,0
app_000530,28456.85,18873.27,36,self_employed,114,0.0,0.2388,0.6066,0,46-55,0
app_000531,20894.3,34338.38,24,salaried,139,0.0,0.8875,0.6157,2,46-55,0
app_000532,75016.92,7810.48,84,salaried,35,1531.07,0.261,0.3449,1,26-35,0
app_000533,15553.64,7751.52,12,unemployed,129,25.34,0.5578,0.1526,1,46-55,1
app_000534,15122.81,8795.89,84,self_employed,88,131.67,0.1942,0.4,0,18-25,0
app_000535,33104.94,5000.0,36,self_employed,48,794.96,0.3425,0.1306,0,26-35,0
app_000536,38420.32,11922.69,60,salaried,89,281.18,0.1549,0.3647,0,36-45,0
app_000537,20272.62,5303.03,36,unemployed,71,120.02,0.1652,0.5573,0,26-35,0
app_000538,41028.63,17070.75,36,salaried,35,583.32,0.3204,0.5518,0,26-35,0
app_000539,42047.64,15399.44,24,unemployed,150,983.45,0.4784,0.4562,0,56-65,1
app_000540,27883.4,9531.98,48,self_employed,201,728.21,0.4057,0.1654,0,65+,0
app_000541,111124.37,22160.73,60,contract,101,641.75,0.1124,0.7256,0,36-45,0
app_000542,45998.71,17949.49,24,salaried,140,780.02,0.4142,0.3512,1,56-65,0
app_000543,67553.08,36221.18,60,unemployed,220,762.68,0.2513,0.2361,0,65+,0
app_000544,16302.65,49429.17,36,self_employed,106,189.4,1.2309,0.4918,1,26-35,1
app_000545,16225.46,17670.2,36,salaried,38,261.28,0.5853,0.6301,1,36-45,0
app_000546,46771.74,21149.68,24,salaried,71,704.34,0.4249,0.3854,1,26-35,0
app_000547,100727.26,23161.34,60,contract,21,361.56,0.0927,0.3525,0,18-25,0
app_000548,20838.04,51848.95,24,self_employed,123,75.95,1.3874,0.2405,1,46-55,1
app_000549,39295.18,7005.88,36,salaried,105,1016.85,0.3747,0.123,0,36-45,0
app_000550,18410.88,11597.58,24,salaried,137,142.73,0.4332,0.2393,2,36-45,0
app_000551,24459.1,7131.01,84,contract,67,418.99,0.2505,0.1289,0,26-35,0
app_000552,40384.9,11185.5,60,self_employed,88,1000.43,0.3571,0.0847,0,26-35,0
app_000553,27696.57,12935.8,60,contract,166,298.77,0.2303,0.073,0,56-65,0
app_000554,17711.37,9641.06,120,contract,34,425.74,0.3472,0.6377,0,18-25,0
app_000555,17494.56,20960.1,36,salaried,43,119.63,0.5134,0.5951,1,26-35,0
app_000556,12870.53,22060.3,48,salaried,61,271.59,0.716,0.5811,0,26-35,0
app_000557,47198.67,16242.05,24,salaried,87,625.99,0.345,0.5889,1,36-45,0
app_000558,50446.55,19804.77,48,contract,99,520.2,0.2297,0.5126,2,36-45,0
app_000559,50307.25,47318.49,60,salaried,46,953.47,0.4306,0.6566,2,36-45,0
app_000560,22025.44,20246.74,24,contract,0,230.25,0.6218,0.2262,0,18-25,0
app_000561,63150.32,7333.45,12,salaried,95,410.49,0.2034,0.1958,0,26-35,0
app_000562,53569.13,10135.58,36,salaried,209,0.0,0.0681,0.5734,0,56-65,0
app_000563,36461.49,9683.89,24,self_employed,44,628.18,0.3502,0.1506,0,36-45,0
app_000564,33314.37,38148.54,60,self_employed,114,599.63,0.4633,0.2387,2,46-55,0
app_000565,25412.25,12056.66,84,contract,109,694.06,0.4009,0.0999,0,46-55,0
app_000566,40363.82,8795.53,36,salaried,139,649.66,0.2716,0.4666,0,46-55,0
app_000567,88387.54,8217.71,36,unemployed,21,498.17,0.1011,0.2155,0,18-25,0
app_000568,67902.03,11556.1,60,unemployed,80,908.23,0.1973,0.2049,0,26-35,0
app_000569,31542.28,11280.06,60,unemployed,55,351.0,0.2108,0.1727,0,36-45,0
app_000570,48836.92,10316.71,60,salaried,70,1071.94,0.309,0.5509,0,26-35,1
app_000571,19815.38,27576.31,48,self_employed,157,441.44,0.6431,0.6256,1,56-65,0
app_000572,54259.69,13687.15,36,contract,73,1758.81,0.4798,0.5935,1,36-45,0
app_000573,22994.92,15543.63,60,self_employed,145,255.37,0.2793,0.6672,1,46-55,0
app_000574,53084.52,25551.68,60,salaried,160,1187.35,0.3724,0.5985,2,56-65,0
app_000575,185904.75,26731.01,36,contract,92,4625.87,0.3504,0.1731,0,36-45,0
app_000576,26542.25,11304.31,12,unemployed,208,498.2,0.6852,0.3031,0,56-65,0
app_000577,181233.55,33632.53,60,self_employed,98,1517.59,0.1406,0.5805,1,36-45,0
app_000578,47564.86,16087.81,36,salaried,226,440.08,0.2328,0.7828,0,56-65,0
app_000579,24045.57,11449.92,12,self_employed,0,459.24,0.7435,0.0874,2,26-35,0
app_000580,23447.03,28190.56,12,self_employed,95,407.83,1.5072,0.2073,0,36-45,1
app_000581,133349.07,20647.31,24,salaried,62,286.37,0.1094,0.0196,0,36-45,0
app_000582,47626.46,19462.41,24,contract,0,159.87,0.2609,0.2192,0,18-25,0
app_000583,26598.65,13129.5,60,salaried,40,444.88,0.3073,0.3412,0,26-35,0
app_000584,32470.81,16302.22,84,salaried,195,0.0,0.0775,0.4252,1,56-65,0
app_000585,46024.39,10525.54,24,contract,83,647.13,0.2922,0.8616,0,36-45,0
app_000586,36141.74,14367.38,60,salaried,25,267.71,0.1748,0.6296,0,26-35,0
app_000587,43925.25,12677.49,48,salaried,79,215.73,0.1369,0.0691,1,26-35,0
app_000588,96325.27,18888.32,60,contract,24,782.08,0.1398,0.2784,0,26-35,0
app_000589,19528.23,41059.93,24,contract,74,274.31,1.304,0.3628,1,18-25,1
app_000590,51768.99,14680.67,24,unemployed,129,630.0,0.2992,0.4896,0,56-65,0
app_000591,34888.28,26136.36,60,salaried,87,63.34,0.1836,0.1893,0,36-45,0
app_000592,27598.73,17675.43,60,self_employed,117,0.0,0.1383,0.2925,0,26-35,0
